product_code,major category,minor category,production type,multiplication_factor
pp508,"Ervas, chás herbais e especiarias",Cardo-de-leite,Cardo-de-leite (espécies Silybum),1
pp175,"Ervas, chás herbais e especiarias",Mint,Mint (Mentha species),1
pp509,"Ervas, chás herbais e especiarias",Visco branco,Visco branco (Viscum album),1
pp510,"Ervas, chás herbais e especiarias",Cabeça-de-dragão,Cabeça-de-dragão (Dracocephalum moldavica),1
pp511,"Ervas, chás herbais e especiarias",Moradilla,Moradilla (Alternanthera cericea),1
pp176,"Ervas, chás herbais e especiarias",Morello cherry stem,Morello cherry stem (Prunus cerasus),1
pp512,"Ervas, chás herbais e especiarias",Moringa,Folha de Moringa (Moringa oleifera),1
pp513,"Ervas, chás herbais e especiarias",Moringa,Grão de Moringa (Moringa oleifera),1
pp514,"Ervas, chás herbais e especiarias",Bagas de pimenta da montanha,Bagas de pimenta da montanha (espécie Tasmannia),1
pp515,"Ervas, chás herbais e especiarias",Muelan,Muelan (tamnifolia Muelenbeckia),1
pp177,"Ervas, chás herbais e especiarias",Mullein leaf,Mullein leaf (Verbascum spec.),1
pp516,"Ervas, chás herbais e especiarias",Muna,Muna (mollis Minthostachys),1
pp517,"Ervas, chás herbais e especiarias",Grão de mostarda,Grão de mostarda (Brassica e Sinapis espécies),1
pp518,"Ervas, chás herbais e especiarias",Capuchinha,Capuchinha (Tropaeolum majus),1
pp519,"Ervas, chás herbais e especiarias",Neem,Neem (Azadirachta indica),1
pp178,"Ervas, chás herbais e especiarias",Nettle,Nettle (Urtica species),1
pp520,"Ervas, chás herbais e especiarias",Espruce-da-Noruega,Espruce-da-Noruega (Picea abies),1
pp179,"Ervas, chás herbais e especiarias",Nutmeg,Nutmeg (Myristica fragrans),1
pp521,"Ervas, chás herbais e especiarias","Aveia, verde","Aveia, verde (Avena sativa)",1
pp522,"Ervas, chás herbais e especiarias",folha de azeitona,folha de azeitona (Olea europaea),1
pp180,"Ervas, chás herbais e especiarias",Orange leaves,Orange leaves (Citrus aurantium),1
pp523,"Ervas, chás herbais e especiarias",Orange leaves,Orange leaves (Citrus aurantium),1
pp181,"Ervas, chás herbais e especiarias",Oregano,"Oregano (Origanum vulgare, O. majoricum)",1
pp213,"Ervas, chás herbais e especiarias","Ervas, chás herbais e especiarias (outro)",Outro [Especifique],1
pp524,"Ervas, chás herbais e especiarias",Palmarosa / Rosha,Palmarosa / Rosha (Cymbopogon martinii),1
pp525,"Ervas, chás herbais e especiarias",Mamão,Mamão (Carica papaya),1
pp182,"Ervas, chás herbais e especiarias",Parsley,Parsley (Petroselinum crispum),1
pp318,"Ervas, chás herbais e especiarias",Patchouli,Patchouli,1
pp526,"Ervas, chás herbais e especiarias",Patchouli,Folha de patchouli (Pogostemon cablin),1
pp183,"Ervas, chás herbais e especiarias","Pennywort, Gotu Kola","Pennywort, Gotu Kola (Centrella asiatica)",1
pp527,"Ervas, chás herbais e especiarias",Flor da peônia,Flor da peônia (Paeonia officinalis),1
pp528,"Ervas, chás herbais e especiarias",Erva de pimpinela,Erva de pimpinela (Pimpinella major),1
pp529,"Ervas, chás herbais e especiarias",Raiz de de pimpinela,Raiz de de pimpinela (Pimpinella major),1
pp530,"Ervas, chás herbais e especiarias",Tanchagem,Tanchagem,1
pp531,"Ervas, chás herbais e especiarias",Polpala,Polpala (Aerva lanata),1
pp184,"Ervas, chás herbais e especiarias",Romã,Romã (Punica granatum),1
pp532,"Ervas, chás herbais e especiarias",sementes de papoila,sementes de papoila (Papaver somniferum),1
pp533,"Ervas, chás herbais e especiarias",Poria fungo,Poria fungo (Poria cocos),1
pp534,"Ervas, chás herbais e especiarias",Flor de prímula,Flor de prímula (Primula veris),1
pp535,"Ervas, chás herbais e especiarias",Raiz de prímula,Raiz de prímula (Primula veris),1
pp536,"Ervas, chás herbais e especiarias",Quassia,Quassia (Quassia amara),1
pp537,"Ervas, chás herbais e especiarias",Rainha Anna Lace,Rainha Anna Lace (Daucus carota),1
pp185,"Ervas, chás herbais e especiarias",Folhas de framboesa,Folhas de framboesa (Rubus idaeus),1
pp186,"Ervas, chás herbais e especiarias",Henna,Henna (Lawsonia inermis),1
pp538,"Ervas, chás herbais e especiarias",Rehmannia root,Rehmannia root (Rehmannia glutinosa),1
pp187,"Ervas, chás herbais e especiarias",Rooibos,Rooibos (Aspalathus linearis),1
pp188,"Ervas, chás herbais e especiarias",Rosa Mosqueta,Rosa Mosqueta (espécie Rosa),1
pp189,"Ervas, chás herbais e especiarias",Roselle,Roselle (Hibiscus sabdariffa),1
pp190,"Ervas, chás herbais e especiarias",Alecrim,Alecrim (Rosmarinus officinalis),1
pp539,"Ervas, chás herbais e especiarias",Arruda,Arruda (Ruta graveolens),1
pp540,"Ervas, chás herbais e especiarias",Flor-de-lótus,Flor-de-lótus (Nelumbo nucifera),1
pp191,"Ervas, chás herbais e especiarias",Flor de cártamo,Flor de cártamo (Carthamus tinctorius),1
pp192,"Ervas, chás herbais e especiarias",Açafrão,Açafrão (Crocus sativus),1
pp193,"Ervas, chás herbais e especiarias",Sage,"Sage (Salvia officinalis, S.sclarea)",1
pp541,"Ervas, chás herbais e especiarias",Flor de sempre-viva,Flor de sempre-viva (Helichrysum arenarium),1
pp542,"Ervas, chás herbais e especiarias",Raiz de salsaparilha,Raiz de salsaparilha (species Smilax),1
pp543,"Ervas, chás herbais e especiarias",Sassafras folhas,Sassafras folhas (albidum sassafrás),1
pp544,"Ervas, chás herbais e especiarias",Satavar,Satavar (Asparagus racemosus),1
pp194,"Ervas, chás herbais e especiarias",Savory,"Savory (Satureia hortensis, montana S.)",1
pp545,"Ervas, chás herbais e especiarias",Fruto de schisandra chinensis,Fruto de schisandra chinensis (Schisandra chinensis),1
pp546,"Ervas, chás herbais e especiarias",Polígala,Polígala (Polygala senega),1
pp195,"Ervas, chás herbais e especiarias",Senna Italica / Henna Neutral obovata Cassia),Senna Italica / Henna Neutral obovata Cassia),1
pp196,"Ervas, chás herbais e especiarias",Sésamo,Sésamo (Sesamum indicum),1
pp547,"Ervas, chás herbais e especiarias",Shankhapushpi,Shankhapushpi (Convolvulus pluricaulis),1
pp548,"Ervas, chás herbais e especiarias",Bolsa-de-pastor,Bolsa-de-pastor (Capsella bursa pastoris),1
pp549,"Ervas, chás herbais e especiarias",Raiz de ginseng siberiano,Raiz de ginseng siberiano (Eleutherococcus senticosus),1
pp550,"Ervas, chás herbais e especiarias",Sichuan pimenta,"Sichuan pimenta (Zanthoxylum piperitum, Z. simulans)",1
pp551,"Ervas, chás herbais e especiarias",Flor de tília prateada,"Flor de tília prateada (Tilia argentea, T.tomentosa)",1
pp552,"Ervas, chás herbais e especiarias",Folha de tília prateada,"Folha de tília prateada (Tilia argentea, T.tomentosa)",1
pp553,"Ervas, chás herbais e especiarias",Ansarinha,Ansarinha (Potentilla anserina),1
pp554,"Ervas, chás herbais e especiarias",Fruta de abrunheiro,Fruta de abrunheiro (Prunus spinosa),1
pp555,"Ervas, chás herbais e especiarias",Erva-das-quebraduras,Erva-das-quebraduras (Herniaria glabra),1
pp556,"Ervas, chás herbais e especiarias",Quilaia,Quilaia (Quillaja saponaria),1
pp557,"Ervas, chás herbais e especiarias",Abrótano,"Abrótano (Artemisia abrotanum, A. vulgaris)",1
pp197,"Ervas, chás herbais e especiarias",Spinach leaf,Spinach leaf (Spinacia oleracea),1
pp558,"Ervas, chás herbais e especiarias",Espirulina,Espirulina (Spirulina platensis),1
pp559,"Ervas, chás herbais e especiarias",Flor de hipérico / erva-de-são-joão,Flor de hipérico / erva-de-são-joão (Hypericum perforatum),1
pp560,"Ervas, chás herbais e especiarias",Erva de hipérico / erva-de-são-joão,Erva de hipérico / erva-de-são-joão (Hypericum perforatum),1
pp198,"Ervas, chás herbais e especiarias",Star anise,Star anise (Illicium verum),1
pp199,"Ervas, chás herbais e especiarias",Stevia,Stevia (Stevia species),1
pp561,"Ervas, chás herbais e especiarias",plantas daninhas Stink coentro / longo prazo,plantas daninhas Stink coentro / longo prazo (chicória da Amazônia),1
pp562,"Ervas, chás herbais e especiarias",Stonebreaker,Stonebreaker (Phyllanthus niruri),1
pp563,"Ervas, chás herbais e especiarias",Folha de morango,Folha de morango (Fragaria ananassa),1
pp564,"Ervas, chás herbais e especiarias",Pétala de girassol,Pétala de girassol (Helianthus annuus),1
pp200,"Ervas, chás herbais e especiarias",Sweet cherry stem,Sweet cherry stem (Prunus avium ssp. avium),1
pp565,"Ervas, chás herbais e especiarias",Rizoma de Szechuan Lovage,Rizoma de Szechuan Lovage (Ligusticum wallichii),1
pp566,"Ervas, chás herbais e especiarias",O tamarindo,O tamarindo (Tamarindus indica),1
pp201,"Ervas, chás herbais e especiarias",Tarragon,Tarragon (Artemisia dracunculus),1
pp202,"Ervas, chás herbais e especiarias",Tea Tree,Tea Tree (Melaleuca alternifolia),1
pp567,"Ervas, chás herbais e especiarias",Teypat / Malabathrum,Teypat / Malabathrum (tamala Cinnamomum),1
pp203,"Ervas, chás herbais e especiarias",Thyme,Thyme (Thymus species),1
pp568,"Ervas, chás herbais e especiarias",Junça,Junça (Cyperus esculentus),1
pp569,"Ervas, chás herbais e especiarias",Linária,Linária (Linaria vulgaris),1
pp570,"Ervas, chás herbais e especiarias",Feijão Tonka,Feijão Tonka (Dipteryx odorata),1
pp571,"Ervas, chás herbais e especiarias",raiz de tormentil,raiz de tormentil (Potentilla erecta),1
pp572,"Ervas, chás herbais e especiarias",Árvore Mallow,Árvore Mallow (Lavatera arborea),1
pp573,"Ervas, chás herbais e especiarias",Tulsi,Tulsi (Ocimum tenuiflorum),1
pp204,"Ervas, chás herbais e especiarias",Turmeric,Turmeric (Curcuma species),1
pp574,"Ervas, chás herbais e especiarias",Valeriana,Valeriana (Valeriana decussata),1
pp205,"Ervas, chás herbais e especiarias",Vanilla,"Vanilla (Vanilla mexicana, V. fragrans, V. planifolia)",1
pp575,"Ervas, chás herbais e especiarias",Uva Veldt,Uva Veldt (Cissus quadrangularis),1
pp576,"Ervas, chás herbais e especiarias",Vervain,Vervain (Verbena espécies),1
pp206,"Ervas, chás herbais e especiarias",Vetiver,Vetiver (Chrysopogon zizanioides),1
pp577,"Ervas, chás herbais e especiarias",hortelã vietnamita / coentros vietnamita,hortelã vietnamita / coentros vietnamita (odoratum Polygonum),1
pp207,"Ervas, chás herbais e especiarias",Walnut leaf,Walnut leaf (Juglans regia),1
pp578,"Ervas, chás herbais e especiarias",Water hyssop,Water hyssop (Bacopa monnieri),1
pp579,"Ervas, chás herbais e especiarias",Menta de água,Menta de água,1
pp580,"Ervas, chás herbais e especiarias",Agrião,Agrião (Nasturtium officinale),1
pp581,"Ervas, chás herbais e especiarias",Sementes de acácia,Sementes de acácia (Acacia victoriae),1
pp582,"Ervas, chás herbais e especiarias",Intestinos brancos rizoma,Intestinos brancos rizoma (Atractylodis macrocephalae),1
pp583,"Ervas, chás herbais e especiarias",Urtiga-branca,Flor de urtiga-branca(Lamium album),1
pp584,"Ervas, chás herbais e especiarias",Urtiga-branca,Erva de urtiga-branca (Lamium album),1
pp585,"Ervas, chás herbais e especiarias",Lírio-do-brejo,Lírio-do-brejo (Hedychium coronarium),1
pp208,"Ervas, chás herbais e especiarias",Amoreira branca,White mulberry leaf (Morus alba),1
pp586,"Ervas, chás herbais e especiarias",Amoreira branca,Galho de amoreira branca (Morus alba),1
pp587,"Ervas, chás herbais e especiarias",Raiz de peônia branca,Raiz de peônia branca (Paeonia alba),1
pp209,"Ervas, chás herbais e especiarias",White Pepper,White Pepper (Piper nigrum),1
pp317,"Ervas, chás herbais e especiarias",Tâmara silvestre,Tâmara silvestre,1
pp210,"Ervas, chás herbais e especiarias",Wild strawberry leaf,Wild strawberry leaf (Fragaria vesca),1
pp588,"Ervas, chás herbais e especiarias",Erva do salgueiro,Erva do salgueiro (Epilobium angustifolium),1
pp589,"Ervas, chás herbais e especiarias",Inverno agrião / foguete amarelo,"Inverno agrião / foguete amarelo (Barbarea vulgaris, B. verna)",1
pp590,"Ervas, chás herbais e especiarias",Hamamélis,Casca  de hamamélis (Hamamelis virginiana),1
pp591,"Ervas, chás herbais e especiarias",Hamamélis,Folha de hamamélis (Hamamelis virginiana),1
pp592,"Ervas, chás herbais e especiarias",Betônica,Betônica (Betonica officinalis),1
pp211,"Ervas, chás herbais e especiarias",Aspérula,Aspérula (Galium odoratum),1
pp212,"Ervas, chás herbais e especiarias",Artemísia,Artemísia (Artemisia absinthium),1
pp593,"Ervas, chás herbais e especiarias",Mil-folhas ,Flor de mil-folhas  (Achillea millefolium),1
pp594,"Ervas, chás herbais e especiarias",Mil-folhas ,Erva de mil-folhas (Achillea millefolium),1
pp595,"Ervas, chás herbais e especiarias",Erva-coalheira,Erva-coalheira (Galium verum),1
pp596,"Ervas, chás herbais e especiarias",Raiz de genciana-amarela,Raiz de genciana-amarela (Gentiana lutea),1
pp502,"Ervas, chás herbais e especiarias",Yerba Mate,Yerba Mate (paragariensis llex),1
pp597,"Ervas, chás herbais e especiarias",Yerba Mate,Yerba Mate (paragariensis llex),1
pp598,"Ervas, chás herbais e especiarias",Ylang-ylang,Ylang-ylang (Cananga odorata),1
pp214,Mel,Mel,A Quality,1
pp215,Mel,Mel,B Quality,1
pp216,Mel,Mel,Outro [Especifique],1
pp217,Nozes,Amêndoas,Amêndoas,1
pp218,Nozes,Sementes de damasco,Sementes de damasco,1
pp219,Nozes,Castanha do Pará,Castanha do Pará,1
pp220,Nozes,Castanha de caju,Castanha de caju,1
pp309,Nozes,Castanha,Castanha,1
pp221,Nozes,Porca Macadâmia,Porca Macadâmia,1
pp224,Nozes,Nozes (outros),Nozes (outros),1
pp222,Nozes,Amendoim,Amendoim,1
pp223,Nozes,Nogueira,Nogueira,1
pp225,Oleaginosas e frutos oleaginosos,Argan Oil,Argan Oil,1
pp226,Oleaginosas e frutos oleaginosos,Coco,Coco,0.00120048
pp633,Oleaginosas e frutos oleaginosos,Linho,Linho,1
pp637,Oleaginosas e frutos oleaginosos,Semente de madhuca,Semente de madhuca,1
pp227,Oleaginosas e frutos oleaginosos,Olive Oil,Olive Oil,1
pp228,Oleaginosas e frutos oleaginosos,Olives,Olives,1
pp233,Oleaginosas e frutos oleaginosos,Oleaginosas e frutos oleaginosos (outro),Outro [Especifique],1
pp638,Oleaginosas e frutos oleaginosos,Semente de sal,Semente de sal,1
pp229,Oleaginosas e frutos oleaginosos,Sesame oil,Sesame oil,1
pp230,Oleaginosas e frutos oleaginosos,Sesame Seed,Sesame Seed,1
pp231,Oleaginosas e frutos oleaginosos,Shea Butter,Shea Butter,1
pp232,Oleaginosas e frutos oleaginosos,Soybeans,Soybeans,1
pp073,Fruta fresca,Mamão,Mamão (fresco),1
pp074,Fruta fresca,Maracujá,Maracujá (fresco),1
pp075,Fruta fresca,Pêssegos e Nectarinas,Pêssegos e Nectarinas (frescos),1
pp076,Fruta fresca,Peras,Peras (frescas),1
pp312,Fruta fresca,Caqui,Caqui (fresco),1
pp077,Fruta fresca,Physalis,Physalis (fresco),1
pp078,Fruta fresca,Ananases,Ananases (frescos),1
pp079,Fruta fresca,Ameixas,Ameixas (frescas),1
pp080,Fruta fresca,Romã,Romã (fresca),1
pp639,Fruta fresca,Pomelo,Pomelo (fresco),1
pp081,Fruta fresca,Figo da Índia,Figo da Índia (fresco),1
pp630,Fruta fresca,Rambutã,Rambutã (fresco),1
pp082,Fruta fresca,Framboesas,Framboesas (frescas),1
pp083,Fruta fresca,Groselha vermelha,Groselha vermelha (frescas),1
pp629,Fruta fresca,Fruta-cobra,Fruta-cobra (fresca),1
pp084,Fruta fresca,Citrinos suaves: Clementinas,Citrinos suaves: Clementinas (frescas),1
pp085,Fruta fresca,Citrinos suaves: Mandarinas,Citrinos suaves: Mandarinas (frescas),1
pp086,Fruta fresca,Citrinos suaves: Satsumas,Citrinos suaves: Satsumas (frescas),1
pp087,Fruta fresca,Citrinos suaves: Tangerinas,Citrinos suaves: Tangerinas (frescas),1
pp314,Fruta fresca,Graviola,Graviola (fresca),1
pp088,Fruta fresca,Morangos,Morangos (frescos),1
pp089,Fruta fresca,Uvas de mesa: Com grainhas,Uvas de mesa: Com grainhas (fresca),1
pp090,Fruta fresca,Uvas de mesa: Sem grainhas,Uvas de mesa: Sem grainhas (frescas),1
pp091,Fruta fresca,Melancia,Melancia (fresca),1
pp357,"Fruta processada (sumo, seco e polpa)",Açaí,Açaí (sumo),1
pp093,"Fruta processada (sumo, seco e polpa)",Maçã,Maçã (sumo),1
pp358,"Fruta processada (sumo, seco e polpa)",Mirtilo,Mirtilo (sumo),1
pp359,"Fruta processada (sumo, seco e polpa)",Cereja,Cereja (sumo),1
pp094,"Fruta processada (sumo, seco e polpa)",Grapefruit,Grapefruit (sumo),1
pp095,"Fruta processada (sumo, seco e polpa)",Guava,Guava (sumo),1
pp096,"Fruta processada (sumo, seco e polpa)",Limão,Limão (sumo),1
pp097,"Fruta processada (sumo, seco e polpa)",Lime,Lime (sumo),1
pp098,"Fruta processada (sumo, seco e polpa)",Mandarin,Mandarin (sumo),1
pp368,"Fruta processada (sumo, seco e polpa)",Manga,Manga (sumo),1
pp099,"Fruta processada (sumo, seco e polpa)",Laranja,Laranja (sumo),1
pp102,"Fruta processada (sumo, seco e polpa)",Fruta processada (outro),Outros sumos de fruta [Especificar],1
pp369,"Fruta processada (sumo, seco e polpa)",Mamão,Mamão (sumo),1
pp100,"Fruta processada (sumo, seco e polpa)",Maracujá,Maracujá (sumo),1
pp370,"Fruta processada (sumo, seco e polpa)",Peras,Peras (sumo),1
pp101,"Fruta processada (sumo, seco e polpa)",Ananás,Ananás (sumo),1
pp371,"Fruta processada (sumo, seco e polpa)",Framboesas,Framboesas (sumo),1
pp234,"Fruta processada (sumo, seco e polpa)",Açaí,Açaí (polpa),1
pp235,"Fruta processada (sumo, seco e polpa)",Araza,Araza (polpa),1
pp236,"Fruta processada (sumo, seco e polpa)",Banana,Banana (polpa),1
pp237,"Fruta processada (sumo, seco e polpa)",Carambola,Carambola (polpa),1
pp238,"Fruta processada (sumo, seco e polpa)",Guava,Guava (polpa),1
pp239,"Fruta processada (sumo, seco e polpa)",Lychee,Lychee (polpa),1
pp240,"Fruta processada (sumo, seco e polpa)",Manga,Manga (polpa),1
pp241,"Fruta processada (sumo, seco e polpa)",Fruta processada (outro),Outra polpa de fruta [Especificar],1
pp255,Algodão em bruto,Algodão em bruto,"Gossypium barbadense (p. ex. Giza, PIMA)",1
pp254,Algodão em bruto,Algodão em bruto,Gossypium hirsutum/ herbaceum/ arboreum,1
pp256,Algodão em bruto,Algodão em bruto,Outro [Especifique],1
pp257,Camarão,Camarão,M. rosenbergii,1
pp258,Camarão,Camarão,Outro [Especifique],1
pp260,Bolas esportivas,Bolas esportivas,Outro [Especifique],1
pp259,Bolas esportivas,Bolas esportivas,Bolas esportivas,1
pp261,Chá,Chá,Camellia sinensis: Folha verde,0.22222
pp262,Chá,Chá,Outro [Especifique],1
pp618,Textil,Algodão,Algodão,1
pp619,Textil,fibras de produção responsável,fibras de produção responsável,1
pp264,Madeira,Madeira,Outro [Especifique],1
pp263,Madeira,Madeira,Madeira,1
pp269,Vegetais,Feijões & Feijões verdes (excepto vagens),Feijões & Feijões verdes (excepto vagens),1
pp278,Vegetais,Feijão-frade (folhas),Feijão-frade (folhas),1
pp281,Vegetais,Vagens,Vagens,1
pp282,Vegetais,Ervilhas verdes,Ervilhas verdes,1
pp620,Vegetais,Feijão Verde,Feijão Verde,1
pp628,Vegetais,Ervilhas verdes (qualquer Pisum comestível),Ervilhas verdes (qualquer Pisum comestível),1
pp622,Vegetais,folha de Vigna unguiculata,folha de Vigna unguiculata,1
pp289,Vegetais,Nova Batatas,Nova Batatas,1
pp292,Vegetais,Ervilhas (excepto verdes),Ervilhas (excepto verdes),1
pp307,Vegetais,amaranto,amaranto,1
pp265,Vegetais,Artichoke,Artichoke,1
pp266,Vegetais,Asparagus,Asparagus,1
pp267,Vegetais,Baby corn,Baby corn,1
pp268,Vegetais,Barlotti Beans,Barlotti Beans,1
pp270,Vegetais,Beet,Beet,1
pp271,Vegetais,Broccoli,Broccoli,1
pp308,Vegetais,Couves de Bruxelas,Couves de Bruxelas,1
pp272,Vegetais,Cabbage,Cabbage,1
pp273,Vegetais,Carrot,Carrot,1
pp274,Vegetais,"Aipim, raiz de tapioca","Aipim, raiz de tapioca",1
pp275,Vegetais,Cauliflower,Cauliflower,1
pp276,Vegetais,Celery,Celery,1
pp277,Vegetais,Chard,Chard,1
pp279,Vegetais,Cucumber,Cucumber,1
pp280,Vegetais,Eggplant,Eggplant,1
pp635,Vegetais,Alho elefante,Alho elefante,1
pp283,Vegetais,Garlic,Garlic,1
pp284,Vegetais,Gherkin,Gherkin,1
pp310,Vegetais,Couve,Couve,1
pp285,Vegetais,Feijões comuns,Feijões comuns,1
pp621,Vegetais,Folhas de erva-moura africana,Folhas de erva-moura africana,1
pp286,Vegetais,Alho-porro,Alho-porro,1
pp287,Vegetais,Alface,Alface,1
pp623,Vegetais,Folha de juta,Folha de juta,1
pp288,Vegetais,feijão-mungo,feijão-mungo,1
pp290,Vegetais,Cebola,Cebola,1
pp043,Vegetais,Vegetais (outro),Outros legumes secos [Especificar],1
pp304,Vegetais,Vegetais (outro),Outros legumes frescos [Especificar],1
pp291,Vegetais,Palmito,Palmito,1
pp293,Vegetais,Pimentos: Qualquer Capsicum Annuum,Pimentos: Qualquer Capsicum Annuum,1
pp624,Vegetais,Pulsos,Pulsos,1
pp294,Vegetais,Pumpkin,Pumpkin,1
pp313,Vegetais,Radicchio,Radicchio,1
pp295,Vegetais,Radish,Radish,1
pp296,Vegetais,Shallots,Shallots,1
pp297,Vegetais,Crotalaria brevidens,Crotalaria brevidens,1
pp298,Vegetais,Clorofito,Clorofito,1
pp299,Vegetais,Spinach,Spinach,1
pp300,Vegetais,Squash,Squash,1
pp301,Vegetais,Sweet Potatoes (Ipomoea batatas),Sweet Potatoes (Ipomoea batatas),1
pp042,Vegetais,Tomates (secos),Tomates (secos),1
pp302,Vegetais,Tomates (frescos),Tomates (frescos),1
pp303,Vegetais,Zucchini,Zucchini,1
pp306,Uvas para vinho,Uvas para vinho (outro),Outro [Especifique],1
pp625,Uvas para vinho,Uvas de vinho tinto,Uvas de vinho tinto,0.00143
pp626,Uvas para vinho,Uvas de vinho branco,Uvas de vinho branco,0.0016
pp305,Uvas para vinho,Uvas para vinho (não especificado),Uvas para vinho (não especificado),1
